,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id,billing_group_name,reporting_office_name,agent,associated_agent,online,agent_code,travel_style,sub_territory,trip_code,revenue_stream,service_id,parent_trip_code,revenue_fraction,Line Key,Line Order,Line Company,Ledger Account,Account Set,Alternate Ledger Account,Debit Amount,Credit Amount,Currency,Currency Rate,Ledger Debit Amount,Ledger Credit Amount,Quantity,Unit of Measure,Quantity 2,Unit of Measure 2,Memo,Budget Date,Cost Center,Spend Category,Revenue,Revenue Stream,Operational Territory,Billing Group,Channel (How),Channel (Who),Travel Style,Bank Account,Intercompany Affiliate,Region,Balancing Worktag Affiliate,Exclude from Spend Report,Transaction Date*,Tax Type*,Taxable Amount,Tax Code*,Tax Rate*,Tax Applicability,Tax Recoverability,Tax Recoverability Type,Tax Point Date Type,Supplier,Customer,External Business Entity Name,External Business Entity Address,External Business Entity Tax ID,Line Order*,Do Not Use
12328,Barbados,2,23607688,23830921,2021-08-16,20,300,20,900,47000,1634942                        ,4038011                        ,1400.0,0.0,1400.0,0.0,USD            ,20-900,20-300-20-900-47000,91508643,USD            ,,4038011,23607688,Y,,,Y,,,,Y,,,,Legacy_23830921,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634942                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634942.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12330,Barbados,2,23607689,23830922,2021-08-16,20,400,20,900,47000,1634957                        ,4038396                        ,231.8,0.0,231.8,0.0,USD            ,20-900,20-400-20-900-47000,91508645,USD            ,,4038396,23607689,Y,,,Y,,,,Y,,,,Legacy_23830922,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634957                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634957.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12331,Barbados,3,23607689,23830922,2021-08-16,20,400,20,900,47000,1634957                        ,4038402                        ,109.26,0.0,109.26,0.0,USD            ,20-900,20-400-20-900-47000,91508646,USD            ,,4038402,23607689,Y,,,Y,,,,Y,,,,Legacy_23830922,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634957                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634957.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12332,Barbados,4,23607689,23830922,2021-08-16,20,400,20,900,47000,1634957                        ,4038393                        ,4758.6,0.0,4758.6,0.0,USD            ,20-900,20-400-20-900-47000,91508647,USD            ,,4038393,23607689,Y,,,Y,,,,Y,,,,Legacy_23830922,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634957                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634957.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12333,Barbados,5,23607689,23830922,2021-08-16,20,400,20,900,47000,1634957                        ,4038389                        ,488.6,0.0,488.6,0.0,USD            ,20-900,20-400-20-900-47000,91508648,USD            ,,4038389,23607689,Y,,,Y,,,,Y,,,,Legacy_23830922,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634957                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634957.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12334,Barbados,6,23607689,23830922,2021-08-16,20,400,20,900,47000,1634957                        ,4038400                        ,109.26,0.0,109.26,0.0,USD            ,20-900,20-400-20-900-47000,91508649,USD            ,,4038400,23607689,Y,,,Y,,,,Y,,,,Legacy_23830922,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1634957                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1634957.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12356,Barbados,1,23607690,23830923,2021-08-16,20,300,20,900,47000,1635193                        ,4037917                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508671,USD            ,,4037917,23607690,Y,,,Y,,,,Y,,,,Legacy_23830923,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1635193                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1635193.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12359,Barbados,2,23607691,23830924,2021-08-16,20,300,20,900,47000,1635198                        ,4037920                        ,321.78,0.0,2500.0,0.0,HKD            ,20-900,20-300-20-900-47000,91508674,USD            ,,4037920,23607691,Y,,,Y,,,,Y,,,,Legacy_23830924,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1635198                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1635198.0,,,,,,,,,,,,,,,2,,,,Parent,,,,HKD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12361,Barbados,2,23607692,23830925,2021-08-16,20,300,20,900,47000,1635635                        ,4038704                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508676,USD            ,,4038704,23607692,Y,,,Y,,,,Y,,,,Legacy_23830925,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1635635                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1635635.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12363,Barbados,2,23607693,23830926,2021-08-16,20,425,20,900,47000,1635740                        ,4038254                        ,378.18,0.0,273.8,0.0,GBP            ,20-900,20-425-20-900-47000,91508678,USD            ,,4038254,23607693,Y,,,Y,,,,Y,,,,Legacy_23830926,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1635740                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1635740.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12365,Barbados,2,23607694,23830927,2021-08-16,20,300,20,900,47000,1636043                        ,4038576                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508680,USD            ,,4038576,23607694,Y,,,Y,,,,Y,,,,Legacy_23830927,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1636043                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1636043.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12369,Barbados,3,23607695,23830928,2021-08-16,20,300,20,900,47000,1637471                        ,4038369                        ,1380.83,0.0,1380.83,0.0,USD            ,20-900,20-300-20-900-47000,91508684,USD            ,,4038369,23607695,Y,,,Y,,,,Y,,,,Legacy_23830928,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1637471                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637471.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12370,Barbados,4,23607695,23830928,2021-08-16,20,300,20,900,47000,1637471                        ,3972343                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508685,USD            ,,3972343,23607695,Y,,,Y,,,,Y,,,,Legacy_23830928,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1637471                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637471.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12374,Barbados,3,23607696,23830929,2021-08-16,20,300,20,900,47000,1637883                        ,4038423                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508689,USD            ,,4038423,23607696,Y,,,Y,,,,Y,,,,Legacy_23830929,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1637883                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637883.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12377,Barbados,3,23607697,23830930,2021-08-16,20,300,20,900,47000,1638408                        ,4020760                        ,1689.6,0.0,1689.6,0.0,USD            ,20-900,20-300-20-900-47000,91508692,USD            ,,4020760,23607697,Y,,,Y,,,,Y,,,,Legacy_23830930,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1638408                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638408.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12378,Barbados,4,23607697,23830930,2021-08-16,20,300,20,900,47000,1638408                        ,4021299                        ,0.0,789.6,0.0,789.6,USD            ,20-900,20-300-20-900-47000,91508693,USD            ,,4021299,23607697,Y,,,Y,,,,Y,,,,Legacy_23830930,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1638408                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638408.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12379,Barbados,5,23607697,23830930,2021-08-16,20,300,20,900,47000,1638408                        ,4038303                        ,1349.0,0.0,1349.0,0.0,USD            ,20-900,20-300-20-900-47000,91508694,USD            ,,4038303,23607697,Y,,,Y,,,,Y,,,,Legacy_23830930,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1638408                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638408.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12384,Barbados,2,23607698,23830931,2021-08-16,20,300,20,900,41500,1639244                        ,FIT-3970469-                   ,0.0,100.0,0.0,100.0,USD            ,20-900,20-300-20-900-41500,91508699,USD            ,,3970469,23607698,Y,,,Y,,,,Y,,,,Legacy_23830931,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1639244                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639244.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12385,Barbados,3,23607698,23830931,2021-08-16,20,300,20,900,47000,1639244                        ,4038569                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508700,USD            ,,4038569,23607698,Y,,,Y,,,,Y,,,,Legacy_23830931,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1639244                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639244.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12387,Barbados,1,23607699,23830932,2021-08-16,20,300,20,900,47000,1639245                        ,4038566                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508702,USD            ,,4038566,23607699,Y,,,Y,,,,Y,,,,Legacy_23830932,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1639245                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639245.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12390,Barbados,2,23607700,23830933,2021-08-16,20,300,20,900,47000,1642124                        ,4038056                        ,1558.0,0.0,1558.0,0.0,USD            ,20-900,20-300-20-900-47000,91508705,USD            ,,4038056,23607700,Y,,,Y,,,,Y,,,,Legacy_23830933,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1642124                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1642124.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12392,Barbados,2,23607701,23830934,2021-08-16,20,300,20,900,40002,1642133                        ,4037072                        ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-40002,91508707,USD            ,,4037072,23607701,Y,,,Y,,,,Y,,,,Legacy_23830934,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1642133                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40002.0,Land Sales Refunded,RC_Refunds,900.0,Basecamp,OT_Basecamp,,,,,,,,,1642133.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12393,Barbados,1,23607702,23830935,2021-08-16,20,300,20,900,47000,1642861                        ,4038198                        ,1050.0,0.0,1050.0,0.0,USD            ,20-900,20-300-20-900-47000,91508708,USD            ,,4038198,23607702,Y,,,Y,,,,Y,,,,Legacy_23830935,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1642861                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1642861.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12398,Barbados,2,23607703,23830936,2021-08-16,20,300,20,900,47000,1643576                        ,4038578                        ,679.6,0.0,679.6,0.0,USD            ,20-900,20-300-20-900-47000,91508713,USD            ,,4038578,23607703,Y,,,Y,,,,Y,,,,Legacy_23830936,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1643576                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1643576.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12401,Barbados,3,23607704,23830937,2021-08-16,20,300,20,900,47000,1643779                        ,4038499                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508716,USD            ,,4038499,23607704,Y,,,Y,,,,Y,,,,Legacy_23830937,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1643779                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1643779.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12403,Barbados,2,23607705,23830938,2021-08-16,20,300,20,900,43500,1644273                        ,4035005-2021-08-15             ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-43500,91508718,USD            ,,4035005,23607705,Y,,,Y,,,,Y,,,,Legacy_23830938,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1644273                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1644273.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12405,Barbados,2,23607706,23830939,2021-08-16,20,300,20,900,47000,1646786                        ,4038664                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91508720,USD            ,,4038664,23607706,Y,,,Y,,,,Y,,,,Legacy_23830939,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1646786                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1646786.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12411,Barbados,3,23607709,23830942,2021-08-16,20,425,20,900,47000,1651845                        ,4038550                        ,1933.03,0.0,1399.5,0.0,GBP            ,20-900,20-425-20-900-47000,91508730,USD            ,,4038550,23607709,Y,,,Y,,,,Y,,,,Legacy_23830942,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1651845                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1651845.0,,,,,,,,,,,,,,,3,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12414,Barbados,2,23607710,23830943,2021-08-16,20,425,20,900,47000,1652131                        ,4038206                        ,276.25,0.0,200.0,0.0,GBP            ,20-900,20-425-20-900-47000,91508733,USD            ,,4038206,23607710,Y,,,Y,,,,Y,,,,Legacy_23830943,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1652131                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1652131.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12416,Barbados,2,23607711,23830944,2021-08-16,20,400,20,900,47000,1653136                        ,4037892                        ,0.0,39.32,0.0,33.25,EUR            ,20-900,20-400-20-900-47000,91508735,USD            ,,4037892,23607711,Y,,,Y,,,,Y,,,,Legacy_23830944,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1653136                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1653136.0,,,,,,,,,,,,,,,2,,,,Parent,,,,EUR            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12420,Barbados,2,23607713,23830946,2021-08-16,20,300,20,900,47000,1653601                        ,4038429                        ,3899.0,0.0,3899.0,0.0,USD            ,20-900,20-300-20-900-47000,91508743,USD            ,,4038429,23607713,Y,,,Y,,,,Y,,,,Legacy_23830946,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1653601                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1653601.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12422,Barbados,2,23607714,23830947,2021-08-16,20,100,20,900,47000,1654707                        ,4037999                        ,489.2,0.0,700.0,0.0,NZD            ,20-900,20-100-20-900-47000,91508745,USD            ,,4037999,23607714,Y,,,Y,,,,Y,,,,Legacy_23830947,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1654707                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1654707.0,,,,,,,,,,,,,,,2,,,,Parent,,,,NZD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,
12651,Barbados,2,23607849,23831082,2021-08-17,20,300,20,900,47000,1455843                        ,4039301                        ,0.0,350.0,0.0,350.0,USD            ,20-900,20-300-20-900-47000,91509085,USD            ,,4039301,23607849,Y,,,Y,,,,Y,,,,Legacy_23831082,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1455843                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1455843.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
12653,Barbados,2,23607850,23831083,2021-08-17,20,300,20,900,47000,1455855                        ,4039302                        ,0.0,350.0,0.0,350.0,USD            ,20-900,20-300-20-900-47000,91509087,USD            ,,4039302,23607850,Y,,,Y,,,,Y,,,,Legacy_23831083,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1455855                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1455855.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
12655,Barbados,2,23607851,23831084,2021-08-17,20,300,20,900,47000,1455871                        ,4039303                        ,0.0,350.0,0.0,350.0,USD            ,20-900,20-300-20-900-47000,91509089,USD            ,,4039303,23607851,Y,,,Y,,,,Y,,,,Legacy_23831084,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1455871                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1455871.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
12657,Barbados,2,23607852,23831085,2021-08-17,20,300,20,900,47000,1455942                        ,4039297                        ,0.0,350.0,0.0,350.0,USD            ,20-900,20-300-20-900-47000,91509091,USD            ,,4039297,23607852,Y,,,Y,,,,Y,,,,Legacy_23831085,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1455942                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1455942.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
12659,Barbados,2,23607853,23831086,2021-08-17,20,425,20,900,47000,1553592                        ,4039017                        ,138.12,0.0,100.0,0.0,GBP            ,20-900,20-425-20-900-47000,91509093,USD            ,,4039017,23607853,Y,,,Y,,,,Y,,,,Legacy_23831086,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1553592                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1553592.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
12664,Barbados,6,23607854,23831087,2021-08-17,20,300,20,900,47000,1557165                        ,3795690                        ,6702.3,0.0,6702.3,0.0,USD            ,20-900,20-300-20-900-47000,91509099,USD            ,,3795690,23607854,Y,,,Y,,,,Y,,,,Legacy_23831087,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1557165                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1557165.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,
