,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id,billing_group_name,reporting_office_name,agent,associated_agent,online,agent_code,travel_style,sub_territory,trip_code,revenue_stream,service_id,parent_trip_code,revenue_fraction,Line Key,Line Order,Line Company,Ledger Account,Account Set,Alternate Ledger Account,Debit Amount,Credit Amount,Currency,Currency Rate,Ledger Debit Amount,Ledger Credit Amount,Quantity,Unit of Measure,Quantity 2,Unit of Measure 2,Memo,Budget Date,Cost Center,Spend Category,Revenue,Revenue Stream,Operational Territory,Billing Group,Channel (How),Channel (Who),Travel Style,Bank Account,Intercompany Affiliate,Region,Balancing Worktag Affiliate,Exclude from Spend Report,Transaction Date*,Tax Type*,Taxable Amount,Tax Code*,Tax Rate*,Tax Applicability,Tax Recoverability,Tax Recoverability Type,Tax Point Date Type,Supplier,Customer,External Business Entity Name,External Business Entity Address,External Business Entity Tax ID,Line Order*,Do Not Use
183343,Barbados,25,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1510707                        ,0.0,247.41,0.0,247.41,USD            ,20-900,20-000-20-900-47011,91703643,USD            ,,1510707,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,25,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183344,Barbados,26,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1553598                        ,0.0,155.67,0.0,155.67,USD            ,20-900,20-000-20-900-47011,91703644,USD            ,,1553598,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,26,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183345,Barbados,27,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1533395                        ,0.0,288.95,0.0,288.95,USD            ,20-900,20-000-20-900-47011,91703645,USD            ,,1533395,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,27,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183346,Barbados,28,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1563092                        ,0.0,34.18,0.0,34.18,USD            ,20-900,20-000-20-900-47011,91703646,USD            ,,1563092,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,28,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183347,Barbados,29,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1540496                        ,0.0,28.81,0.0,28.81,USD            ,20-900,20-000-20-900-47011,91703647,USD            ,,1540496,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,29,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183348,Barbados,30,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1540560                        ,0.0,156.83,0.0,156.83,USD            ,20-900,20-000-20-900-47011,91703648,USD            ,,1540560,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,30,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183349,Barbados,31,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1548299                        ,0.0,242.92,0.0,242.92,USD            ,20-900,20-000-20-900-47011,91703649,USD            ,,1548299,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,31,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183350,Barbados,32,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1549087                        ,0.0,237.92,0.0,237.92,USD            ,20-900,20-000-20-900-47011,91703650,USD            ,,1549087,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,32,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183351,Barbados,33,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1560353                        ,0.0,237.92,0.0,237.92,USD            ,20-900,20-000-20-900-47011,91703651,USD            ,,1560353,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,33,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183352,Barbados,34,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1550956                        ,0.0,20.0,0.0,20.0,USD            ,20-900,20-000-20-900-47011,91703652,USD            ,,1550956,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,34,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183353,Barbados,35,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1553949                        ,0.0,9.47,0.0,9.47,USD            ,20-900,20-000-20-900-47011,91703653,USD            ,,1553949,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,35,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183354,Barbados,36,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1556363                        ,0.0,81.1,0.0,81.1,USD            ,20-900,20-000-20-900-47011,91703654,USD            ,,1556363,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,36,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183355,Barbados,37,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1557493                        ,0.0,30.52,0.0,30.52,USD            ,20-900,20-000-20-900-47011,91703655,USD            ,,1557493,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,37,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183356,Barbados,38,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1528478                        ,0.0,122.9,0.0,122.9,USD            ,20-900,20-000-20-900-47011,91703656,USD            ,,1528478,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,38,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183357,Barbados,39,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1581252                        ,0.0,221.92,0.0,221.92,USD            ,20-900,20-000-20-900-47011,91703657,USD            ,,1581252,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,39,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183358,Barbados,40,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1545036                        ,0.0,157.17,0.0,157.17,USD            ,20-900,20-000-20-900-47011,91703658,USD            ,,1545036,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,40,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183359,Barbados,41,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1544616                        ,0.0,100.0,0.0,100.0,USD            ,20-900,20-000-20-900-47011,91703659,USD            ,,1544616,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,41,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183360,Barbados,42,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1598035                        ,0.0,154.42,0.0,154.42,USD            ,20-900,20-000-20-900-47011,91703660,USD            ,,1598035,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,42,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183361,Barbados,43,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1557484                        ,0.0,151.92,0.0,151.92,USD            ,20-900,20-000-20-900-47011,91703661,USD            ,,1557484,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,43,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183362,Barbados,44,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1599670                        ,0.0,124.8,0.0,124.8,USD            ,20-900,20-000-20-900-47011,91703662,USD            ,,1599670,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,44,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183363,Barbados,45,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1518928                        ,0.0,92.48,0.0,92.48,USD            ,20-900,20-000-20-900-47011,91703663,USD            ,,1518928,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,45,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183364,Barbados,46,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1518921                        ,0.0,62.39,0.0,62.39,USD            ,20-900,20-000-20-900-47011,91703664,USD            ,,1518921,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,46,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183365,Barbados,47,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1515340                        ,0.0,396.18,0.0,396.18,USD            ,20-900,20-000-20-900-47011,91703665,USD            ,,1515340,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,47,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183366,Barbados,48,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1498225                        ,0.0,687.3,0.0,687.3,USD            ,20-900,20-000-20-900-47011,91703666,USD            ,,1498225,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,48,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183367,Barbados,49,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1577180                        ,0.0,283.94,0.0,283.94,USD            ,20-900,20-000-20-900-47011,91703667,USD            ,,1577180,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,49,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183368,Barbados,50,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1568445                        ,0.0,155.0,0.0,155.0,USD            ,20-900,20-000-20-900-47011,91703668,USD            ,,1568445,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,50,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183369,Barbados,51,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1406007                        ,0.0,737.82,0.0,737.82,USD            ,20-900,20-000-20-900-47011,91703669,USD            ,,1406007,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,51,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183370,Barbados,52,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1608436                        ,0.0,620.34,0.0,620.34,USD            ,20-900,20-000-20-900-47011,91703670,USD            ,,1608436,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,52,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183371,Barbados,53,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1607672                        ,0.0,968.84,0.0,968.84,USD            ,20-900,20-000-20-900-47011,91703671,USD            ,,1607672,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,53,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183372,Barbados,54,23679520,23903207,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1601731                        ,0.0,485.82,0.0,485.82,USD            ,20-900,20-000-20-900-47011,91703672,USD            ,,1601731,23679520,Y,,,Y,,,,Y,,,,Legacy_23903207,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,54,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183427,Barbados,1,23679521,23903208,2021-08-31,20,0,20,900,47011,10% ADJ RELEASE 08/21          ,1557108                        ,0.0,425.82,0.0,6175.8,ZAR            ,20-900,20-000-20-900-47011,91703727,USD            ,,1557108,23679521,Y,,,Y,,,,Y,,,,Legacy_23903208,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,10% ADJ RELEASE 08/21          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,100821.0,,,,,,,,,,,,,,,1,,,,Parent,,,,ZAR            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183487,Barbados,16,23679527,23903214,2021-08-31,20,0,20,900,47011,Cancellation usage - Aug FY22  ,1641964                        ,1182.8,0.0,1182.8,0.0,USD            ,20-900,20-000-20-900-47011,91703787,USD            ,,1641964,23679527,Y,,,Y,,,,Y,,,,Legacy_23903214,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,Cancellation usage - Aug FY22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,22.0,,,,,,,,,,,,,,,16,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183505,Barbados,1,23679529,23903216,2021-08-31,20,0,20,900,47010,Cancelled in Aug FY22          ,1619698                        ,0.0,1501.62,0.0,1087.16,GBP            ,20-900,20-000-20-900-47010,91703805,USD            ,,1619698,23679529,Y,,,Y,,,,Y,,,,Legacy_23903216,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,Cancelled in Aug FY22          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47010.0,Travel Credit related - change/Cancellation Fees,RC_Travel_Credit,900.0,Basecamp,OT_Basecamp,,,,,,,,,22.0,,,,,,,,,,,,,,,1,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183548,Barbados,3,23679535,23903222,2021-08-31,20,0,20,900,47011,MAKT TC cancelled-Aug FY22     ,1651569                        ,95.91,0.0,120.0,0.0,CAD            ,20-900,20-000-20-900-47011,91703848,USD            ,,1651569,23679535,Y,,,Y,,,,Y,,,,Legacy_23903222,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,MAKT TC cancelled-Aug FY22     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,22.0,,,,,,,,,,,,,,,3,,,,Parent,,,,CAD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183549,Barbados,4,23679535,23903222,2021-08-31,20,0,20,900,47011,MAKT TC cancelled-Aug FY22     ,1647630                        ,95.91,0.0,120.0,0.0,CAD            ,20-900,20-000-20-900-47011,91703849,USD            ,,1647630,23679535,Y,,,Y,,,,Y,,,,Legacy_23903222,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,MAKT TC cancelled-Aug FY22     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,22.0,,,,,,,,,,,,,,,4,,,,Parent,,,,CAD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
183550,Barbados,1,23679536,23903223,2021-08-31,20,0,20,900,47011,MAKT TC cancelled-Aug FY22     ,1654535                        ,100.0,0.0,100.0,0.0,USD            ,20-900,20-000-20-900-47011,91703850,USD            ,,1654535,23679536,Y,,,Y,,,,Y,,,,Legacy_23903223,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,MAKT TC cancelled-Aug FY22     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011.0,Travel Credits Related,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,22.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,
