,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
35432,Barbados,3,23607666,23830899,2021-08-16,20,300,20,900,44001,1614577,GPXXLCASX211213-O1             ,0,1411.03,0,1411.03,USD            ,20-900,20-300-20-900-44001,91508559,USD            ,GPXXLCASX211213-O1,0,23607666,Y,,,Y,,,,Y,,,,Legacy_23830899,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
35433,Barbados,4,23607666,23830899,2021-08-16,20,300,20,900,44001,1614577,GPXzXVUHSX211212-O1            ,0,18.87,0,18.87,USD            ,20-900,20-300-20-900-44001,91508560,USD            ,GPXzXVUHSX211212-O1,0,23607666,Y,,,Y,,,,Y,,,,Legacy_23830899,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
35452,Barbados,4,23607672,23830905,2021-08-16,20,100,20,900,43801,1621375,GPAASVM211114-O1               ,0,259.96,0,350,AUD            ,20-900,20-100-20-900-43801,91508579,USD            ,GPAASVM211114-O1,0,23607672,Y,,,Y,,,,Y,,,,Legacy_23830905,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43801,Sailing Discount,RC_Sailing_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
35463,Barbados,3,23607676,23830909,2021-08-16,20,100,20,300,40001,1624011,GPAAHEH211203-O1               ,0,114.62,0,154.32,AUD            ,20-300,20-100-20-300-40001,91508590,USD            ,GPAAHEH211203-O1,0,23607676,Y,,,Y,,,,Y,,,,Legacy_23830909,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
35464,Barbados,4,23607676,23830909,2021-08-16,20,100,20,300,40001,1624011,GPAzAHDCF211217-O1             ,0,30.76,0,41.41,AUD            ,20-300,20-100-20-300-40001,91508591,USD            ,GPAzAHDCF211217-O1,0,23607676,Y,,,Y,,,,Y,,,,Legacy_23830909,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
35465,Barbados,5,23607676,23830909,2021-08-16,20,100,20,300,40001,1624011,GPAAHBS211217-O1               ,0,114.62,0,154.32,AUD            ,20-300,20-100-20-300-40001,91508592,USD            ,GPAAHBS211217-O1,0,23607676,Y,,,Y,,,,Y,,,,Legacy_23830909,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
36280,Barbados,5,23607854,23831087,2021-08-17,20,300,20,300,40000,1557165,GAPPHPT200404-O1               ,200,0,200,0,USD            ,20-300,20-300-20-300-40000,91509098,USD            ,GAPPHPT200404-O1,0,23607854,Y,,,Y,,,,Y,,,,Legacy_23831087,20,USD            ,Actuals,,2021-08-17,Conversion,,,,,1557165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1557165,,,,,,,,,,,,,,,1
76931,Barbados,3,23614120,23837353,2021-08-18,20,300,20,900,44001,1611593,GPXXLCASX211213-O1             ,0,393.28,0,393.28,USD            ,20-900,20-300-20-900-44001,91538922,USD            ,GPXXLCASX211213-O1,0,23614120,Y,,,Y,,,,Y,,,,Legacy_23837353,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1611593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1611593,,,,,,,,,,,,,,,1
76932,Barbados,4,23614120,23837353,2021-08-18,20,300,20,900,44001,1611593,GPXzXVUHSX211212-O1            ,0,6.72,0,6.72,USD            ,20-900,20-300-20-900-44001,91538923,USD            ,GPXzXVUHSX211212-O1,0,23614120,Y,,,Y,,,,Y,,,,Legacy_23837353,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1611593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1611593,,,,,,,,,,,,,,,1
76935,Barbados,2,23614121,23837354,2021-08-18,20,300,20,600,40001,1612515,GPAADWNG211030-O1              ,0,1399.6,0,1399.6,USD            ,20-600,20-300-20-600-40001,91538926,USD            ,GPAADWNG211030-O1,0,23614121,Y,,,Y,,,,Y,,,,Legacy_23837354,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
76936,Barbados,3,23614121,23837354,2021-08-18,20,300,20,600,40001,1612515,GPAADWNG211030-O1              ,0,599.8,0,599.8,USD            ,20-600,20-300-20-600-40001,91538927,USD            ,GPAADWNG211030-O1,0,23614121,Y,,,Y,,,,Y,,,,Legacy_23837354,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
76950,Barbados,2,23614124,23837357,2021-08-18,20,425,20,300,40001,1614429,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-300,20-425-20-300-40001,91538941,USD            ,GPFDWHJ211101-O1,0,23614124,Y,,,Y,,,,Y,,,,Legacy_23837357,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1614429,,,,,,,,,,,,,,,1
76956,Barbados,3,23614125,23837358,2021-08-18,20,450,20,100,40001,1614481,GPEELENG211002-O1              ,0,512.16,0,7427.95,ZAR            ,20-100,20-450-20-100-40001,91538947,USD            ,GPEELENG211002-O1,0,23614125,Y,,,Y,,,,Y,,,,Legacy_23837358,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1614481,,,,,,,,,,,,,,,1
76982,Barbados,4,23614129,23837362,2021-08-18,20,100,20,900,43800,1621375,GPAASVM211114-O1               ,259.96,0,350,0,AUD            ,20-900,20-100-20-900-43800,91538973,USD            ,GPAASVM211114-O1,0,23614129,Y,,,Y,,,,Y,,,,Legacy_23837362,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,Sailing Revenue,RC_Sailing_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
76995,Barbados,4,23614133,23837366,2021-08-18,20,100,20,100,40000,1624011,GPAAHBS211217-O1               ,114.62,0,154.32,0,AUD            ,20-100,20-100-20-100-40000,91538986,USD            ,GPAAHBS211217-O1,0,23614133,Y,,,Y,,,,Y,,,,Legacy_23837366,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
76996,Barbados,5,23614133,23837366,2021-08-18,20,100,20,100,40000,1624011,GPAAHEH211203-O1               ,114.62,0,154.32,0,AUD            ,20-100,20-100-20-100-40000,91538987,USD            ,GPAAHEH211203-O1,0,23614133,Y,,,Y,,,,Y,,,,Legacy_23837366,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
76997,Barbados,6,23614133,23837366,2021-08-18,20,100,20,100,40000,1624011,GPAzAHDCF211217-O1             ,30.76,0,41.41,0,AUD            ,20-100,20-100-20-100-40000,91538988,USD            ,GPAzAHDCF211217-O1,0,23614133,Y,,,Y,,,,Y,,,,Legacy_23837366,20,USD            ,Actuals,,2021-08-18,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
79213,Barbados,2,23614561,23837802,2021-08-19,20,425,20,300,40001,1613866,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-300,20-425-20-300-40001,91540129,USD            ,GPFDWHJ211101-O1,0,23614561,Y,,,Y,,,,Y,,,,Legacy_23837802,20,USD            ,Actuals,,2021-08-19,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613866,,,,,,,,,,,,,,,1
98174,Barbados,4,23620866,23844107,2021-08-20,20,300,20,900,44001,1611453,GPXzXVUHSX211212-O1            ,0,16.8,0,16.8,USD            ,20-900,20-300-20-900-44001,91541397,USD            ,GPXzXVUHSX211212-O1,0,23620866,Y,,,Y,,,,Y,,,,Legacy_23844107,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1611453,,,,,,,,,,,,,,,1
98175,Barbados,5,23620866,23844107,2021-08-20,20,300,20,900,44001,1611453,GPXXLCASX211213-O1             ,0,983.2,0,983.2,USD            ,20-900,20-300-20-900-44001,91541398,USD            ,GPXXLCASX211213-O1,0,23620866,Y,,,Y,,,,Y,,,,Legacy_23844107,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1611453,,,,,,,,,,,,,,,1
98180,Barbados,3,23620867,23844108,2021-08-20,20,300,20,900,44000,1611593,GPXXLCASX211213-O1             ,393.28,0,393.28,0,USD            ,20-900,20-300-20-900-44000,91541403,USD            ,GPXXLCASX211213-O1,0,23620867,Y,,,Y,,,,Y,,,,Legacy_23844108,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611593,,,,,,,,,,,,,,,1
98181,Barbados,4,23620867,23844108,2021-08-20,20,300,20,900,44000,1611593,GPXzXVUHSX211212-O1            ,6.72,0,6.72,0,USD            ,20-900,20-300-20-900-44000,91541404,USD            ,GPXzXVUHSX211212-O1,0,23620867,Y,,,Y,,,,Y,,,,Legacy_23844108,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611593,,,,,,,,,,,,,,,1
98210,Barbados,4,23620870,23844111,2021-08-20,20,425,20,900,43700,1611943,GAPzSEV08RR211106-O1           ,1872.52,0,1355.69,0,GBP            ,20-900,20-425-20-900-43700,91541160,USD            ,GAPzSEV08RR211106-O1,0,23620870,Y,,,Y,,,,Y,,,,Legacy_23844111,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
98211,Barbados,5,23620870,23844111,2021-08-20,20,425,20,900,43700,1611943,GAPzSERGO211105-O1             ,140.89,0,102,0,GBP            ,20-900,20-425-20-900-43700,91541161,USD            ,GAPzSERGO211105-O1,0,23620870,Y,,,Y,,,,Y,,,,Legacy_23844111,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
98212,Barbados,6,23620870,23844111,2021-08-20,20,425,20,900,43700,1611943,GAPzSEV08RN211106-O1           ,0.22,0,0.16,0,GBP            ,20-900,20-425-20-900-43700,91541162,USD            ,GAPzSEV08RN211106-O1,0,23620870,Y,,,Y,,,,Y,,,,Legacy_23844111,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
98213,Barbados,7,23620870,23844111,2021-08-20,20,425,20,900,43700,1611943,GAPzSERGI211113-O1             ,140.89,0,102,0,GBP            ,20-900,20-425-20-900-43700,91541163,USD            ,GAPzSERGI211113-O1,0,23620870,Y,,,Y,,,,Y,,,,Legacy_23844111,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
98234,Barbados,3,23620873,23844114,2021-08-20,20,300,20,100,40000,1612515,GPAADWNG211030-O1              ,599.8,0,599.8,0,USD            ,20-100,20-300-20-100-40000,91541184,USD            ,GPAADWNG211030-O1,0,23620873,Y,,,Y,,,,Y,,,,Legacy_23844114,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
98235,Barbados,4,23620873,23844114,2021-08-20,20,300,20,100,40000,1612515,GPAADWNG211030-O1              ,1399.6,0,1399.6,0,USD            ,20-100,20-300-20-100-40000,91541185,USD            ,GPAADWNG211030-O1,0,23620873,Y,,,Y,,,,Y,,,,Legacy_23844114,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
98239,Barbados,2,23620874,23844115,2021-08-20,20,425,20,100,40000,1613448,GPFzDNWVF211112-O1             ,135.94,0,98.42,0,GBP            ,20-100,20-425-20-100-40000,91541189,USD            ,GPFzDNWVF211112-O1,0,23620874,Y,,,Y,,,,Y,,,,Legacy_23844115,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
98240,Barbados,3,23620874,23844115,2021-08-20,20,425,20,100,40000,1613448,GPFDNENG211103-O1              ,1183.73,0,857.01,0,GBP            ,20-100,20-425-20-100-40000,91541190,USD            ,GPFDNENG211103-O1,0,23620874,Y,,,Y,,,,Y,,,,Legacy_23844115,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
98241,Barbados,4,23620874,23844115,2021-08-20,20,425,20,100,40000,1613448,GPFzDZVVT211112-O1             ,169.15,0,122.46,0,GBP            ,20-100,20-425-20-100-40000,91541191,USD            ,GPFzDZVVT211112-O1,0,23620874,Y,,,Y,,,,Y,,,,Legacy_23844115,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
98256,Barbados,2,23620877,23844118,2021-08-20,20,425,20,100,40000,1613866,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-100,20-425-20-100-40000,91541206,USD            ,GPFDWHJ211101-O1,0,23620877,Y,,,Y,,,,Y,,,,Legacy_23844118,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613866,,,,,,,,,,,,,,,1
98267,Barbados,2,23620879,23844120,2021-08-20,20,425,20,100,40000,1614429,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-100,20-425-20-100-40000,91541217,USD            ,GPFDWHJ211101-O1,0,23620879,Y,,,Y,,,,Y,,,,Legacy_23844120,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614429,,,,,,,,,,,,,,,1
98271,Barbados,2,23620880,23844121,2021-08-20,20,450,20,100,40000,1614481,GPEELENG211002-O1              ,512.16,0,7427.95,0,ZAR            ,20-100,20-450-20-100-40000,91541221,USD            ,GPEELENG211002-O1,0,23620880,Y,,,Y,,,,Y,,,,Legacy_23844121,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614481,,,,,,,,,,,,,,,1
98273,Barbados,2,23620881,23844122,2021-08-20,20,300,20,900,44000,1614577,GPXXLCASX211213-O1             ,1411.03,0,1411.03,0,USD            ,20-900,20-300-20-900-44000,91541223,USD            ,GPXXLCASX211213-O1,0,23620881,Y,,,Y,,,,Y,,,,Legacy_23844122,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
98274,Barbados,3,23620881,23844122,2021-08-20,20,300,20,900,44000,1614577,GPXzXVUHSX211212-O1            ,18.87,0,18.87,0,USD            ,20-900,20-300-20-900-44000,91541224,USD            ,GPXzXVUHSX211212-O1,0,23620881,Y,,,Y,,,,Y,,,,Legacy_23844122,20,USD            ,Actuals,,2021-08-20,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
103441,Barbados,3,23621425,23844667,2021-08-22,20,300,20,900,44000,1611453,GPXXLCASX211213-O1             ,983.2,0,983.2,0,USD            ,20-900,20-300-20-900-44000,91543901,USD            ,GPXXLCASX211213-O1,0,23621425,Y,,,Y,,,,Y,,,,Legacy_23844667,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1611453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611453,,,,,,,,,,,,,,,1
103442,Barbados,4,23621425,23844667,2021-08-22,20,300,20,900,44000,1611453,GPXzXVUHSX211212-O1            ,16.8,0,16.8,0,USD            ,20-900,20-300-20-900-44000,91543902,USD            ,GPXzXVUHSX211212-O1,0,23621425,Y,,,Y,,,,Y,,,,Legacy_23844667,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1611453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611453,,,,,,,,,,,,,,,1
104979,Barbados,2,23621666,23844909,2021-08-23,20,425,20,900,44000,1611832,GPXXLAESX211202-O1             ,60.91,0,44.1,0,GBP            ,20-900,20-425-20-900-44000,91544438,USD            ,GPXXLAESX211202-O1,0,23621666,Y,,,Y,,,,Y,,,,Legacy_23844909,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611832,,,,,,,,,,,,,,,1
104980,Barbados,3,23621666,23844909,2021-08-23,20,425,20,900,44000,1611832,GPXzXVUHSX211201-O1            ,1.24,0,0.9,0,GBP            ,20-900,20-425-20-900-44000,91544439,USD            ,GPXzXVUHSX211201-O1,0,23621666,Y,,,Y,,,,Y,,,,Legacy_23844909,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611832,,,,,,,,,,,,,,,1
104997,Barbados,3,23621671,23844914,2021-08-23,20,300,20,900,44001,1612789,GPXzXVUHSX211201-O1            ,0,48.63,0,48.63,USD            ,20-900,20-300-20-900-44001,91544456,USD            ,GPXzXVUHSX211201-O1,0,23621671,Y,,,Y,,,,Y,,,,Legacy_23844914,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
104998,Barbados,4,23621671,23844914,2021-08-23,20,300,20,900,44001,1612789,GPXXLAESX211202-O1             ,0,1851.17,0,1851.17,USD            ,20-900,20-300-20-900-44001,91544457,USD            ,GPXXLAESX211202-O1,0,23621671,Y,,,Y,,,,Y,,,,Legacy_23844914,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
105033,Barbados,4,23621677,23844920,2021-08-23,20,425,20,900,43701,1615218,GAPzSEDGI211114-O1             ,0,103.95,0,75.26,GBP            ,20-900,20-425-20-900-43701,91544273,USD            ,GAPzSEDGI211114-O1,0,23621677,Y,,,Y,,,,Y,,,,Legacy_23844920,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
105034,Barbados,5,23621677,23844920,2021-08-23,20,425,20,900,43701,1615218,GAPSEV06DB211109-O1            ,0,844.19,0,611.19,GBP            ,20-900,20-425-20-900-43701,91544274,USD            ,GAPSEV06DB211109-O1,0,23621677,Y,,,Y,,,,Y,,,,Legacy_23844920,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
105035,Barbados,6,23621677,23844920,2021-08-23,20,425,20,900,43701,1615218,GAPzSEDGO211108-O1             ,0,103.95,0,75.26,GBP            ,20-900,20-425-20-900-43701,91544275,USD            ,GAPzSEDGO211108-O1,0,23621677,Y,,,Y,,,,Y,,,,Legacy_23844920,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
105939,Barbados,2,23621898,23845166,2021-08-24,20,425,20,900,43701,1475118,GAPzSEYGI200405-O1             ,0,1581.56,0,1145.04,GBP            ,20-900,20-425-20-900-43701,91545040,USD            ,GAPzSEYGI200405-O1,0,23621898,Y,,,Y,,,,Y,,,,Legacy_23845166,20,USD            ,Actuals,,2021-08-24,Conversion,,,,,1475118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1475118,,,,,,,,,,,,,,,1
105940,Barbados,3,23621898,23845166,2021-08-24,20,425,20,900,43701,1475118,GAPSEV08YA200329-O1            ,0,17226.51,0,12471.86,GBP            ,20-900,20-425-20-900-43701,91545041,USD            ,GAPSEV08YA200329-O1,0,23621898,Y,,,Y,,,,Y,,,,Legacy_23845166,20,USD            ,Actuals,,2021-08-24,Conversion,,,,,1475118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1475118,,,,,,,,,,,,,,,1
105941,Barbados,4,23621898,23845166,2021-08-24,20,425,20,900,43701,1475118,GAPzSEYGO200328-O1             ,0,1758.44,0,1273.1,GBP            ,20-900,20-425-20-900-43701,91545042,USD            ,GAPzSEYGO200328-O1,0,23621898,Y,,,Y,,,,Y,,,,Legacy_23845166,20,USD            ,Actuals,,2021-08-24,Conversion,,,,,1475118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1475118,,,,,,,,,,,,,,,1
