,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
262091,Barbados,10,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFzDNWVF211112-O1             ,0,135.94,0,98.42,GBP            ,20-900,20-425-20-900-47000,91698529,USD            ,GPFzDNWVF211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262092,Barbados,11,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFzDNWVF211112-O1             ,135.94,0,98.42,0,GBP            ,20-900,20-425-20-900-47000,91698530,USD            ,GPFzDNWVF211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262093,Barbados,12,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFzDZVVT211112-O1             ,169.15,0,122.46,0,GBP            ,20-900,20-425-20-900-47000,91698531,USD            ,GPFzDZVVT211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262152,Barbados,2,23678848,23902481,2021-08-31,20,300,20,100,40001,1613652,GAPzSPAAT211011-O1             ,0,339.08,0,339.08,USD            ,20-100,20-300-20-100-40001,91698573,USD            ,GAPzSPAAT211011-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262153,Barbados,3,23678848,23902481,2021-08-31,20,300,20,100,40001,1613652,GAPzSPIDT211004-O1             ,0,108.5,0,108.5,USD            ,20-100,20-300-20-100-40001,91698574,USD            ,GAPzSPIDT211004-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262162,Barbados,8,23678848,23902481,2021-08-31,20,300,20,600,40001,1613652,GAPzSPAAT211011-O1             ,339.08,0,339.08,0,USD            ,20-600,20-300-20-600-40001,91698579,USD            ,GAPzSPAAT211011-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262163,Barbados,9,23678848,23902481,2021-08-31,20,300,20,600,40001,1613652,GAPzSPIDT211004-O1             ,108.5,0,108.5,0,USD            ,20-600,20-300-20-600-40001,91698580,USD            ,GAPzSPIDT211004-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262170,Barbados,13,23678848,23902481,2021-08-31,20,300,20,900,47000,1613652,GAPzSPIDT211004-O1             ,108.5,0,108.5,0,USD            ,20-900,20-300-20-900-47000,91698584,USD            ,GAPzSPIDT211004-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262175,Barbados,16,23678848,23902481,2021-08-31,20,300,20,900,47000,1613652,GAPzSPIDT211004-O1             ,0,108.5,0,108.5,USD            ,20-900,20-300-20-900-47000,91698587,USD            ,GAPzSPIDT211004-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262178,Barbados,18,23678848,23902481,2021-08-31,20,300,20,900,47000,1613652,GAPzSPAAT211011-O1             ,339.08,0,339.08,0,USD            ,20-900,20-300-20-900-47000,91698589,USD            ,GAPzSPAAT211011-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262181,Barbados,20,23678848,23902481,2021-08-31,20,300,20,900,47000,1613652,GAPzSPAAT211011-O1             ,0,339.08,0,339.08,USD            ,20-900,20-300-20-900-47000,91698591,USD            ,GAPzSPAAT211011-O1,0,23678848,Y,,,Y,,,,Y,,,,Legacy_23902481,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613652,,,,,,,,,,,,,,,1
262182,Barbados,1,23678849,23902482,2021-08-31,20,425,20,100,40000,1613866,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-100,20-425-20-100-40000,91698592,USD            ,GPFDWHJ211101-O1,0,23678849,Y,,,Y,,,,Y,,,,Legacy_23902482,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613866,,,,,,,,,,,,,,,1
262183,Barbados,2,23678849,23902482,2021-08-31,20,425,20,300,40001,1613866,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-300,20-425-20-300-40001,91698593,USD            ,GPFDWHJ211101-O1,0,23678849,Y,,,Y,,,,Y,,,,Legacy_23902482,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613866,,,,,,,,,,,,,,,1
262184,Barbados,3,23678849,23902482,2021-08-31,20,425,20,900,47000,1613866,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-900,20-425-20-900-47000,91698594,USD            ,GPFDWHJ211101-O1,0,23678849,Y,,,Y,,,,Y,,,,Legacy_23902482,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613866,,,,,,,,,,,,,,,1
262185,Barbados,4,23678849,23902482,2021-08-31,20,425,20,900,47000,1613866,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-900,20-425-20-900-47000,91698595,USD            ,GPFDWHJ211101-O1,0,23678849,Y,,,Y,,,,Y,,,,Legacy_23902482,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613866,,,,,,,,,,,,,,,1
262190,Barbados,1,23678850,23902483,2021-08-31,20,300,20,900,44000,1613904,GPXXLCASX211213-O1             ,0,6038.77,0,6038.77,USD            ,20-900,20-300-20-900-44000,91698600,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262191,Barbados,2,23678850,23902483,2021-08-31,20,300,20,900,44000,1613904,GPXzXVUHSX211212-O1            ,0,80.78,0,80.78,USD            ,20-900,20-300-20-900-44000,91698601,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262194,Barbados,5,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXXLCASX211213-O1             ,888.12,0,888.12,0,USD            ,20-900,20-300-20-900-47000,91698604,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262195,Barbados,6,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXXLCASX211213-O1             ,6038.77,0,6038.77,0,USD            ,20-900,20-300-20-900-47000,91698605,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262196,Barbados,7,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXzXVUHSX211212-O1            ,80.78,0,80.78,0,USD            ,20-900,20-300-20-900-47000,91698606,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262197,Barbados,8,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXzXVUHSX211212-O1            ,0,92.66,0,92.66,USD            ,20-900,20-300-20-900-47000,91698607,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262198,Barbados,9,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXzXVUHSX211212-O1            ,11.88,0,11.88,0,USD            ,20-900,20-300-20-900-47000,91698608,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262199,Barbados,10,23678850,23902483,2021-08-31,20,300,20,900,47000,1613904,GPXXLCASX211213-O1             ,0,6926.89,0,6926.89,USD            ,20-900,20-300-20-900-47000,91698609,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262210,Barbados,21,23678850,23902483,2021-08-31,20,300,20,900,44001,1613904,GPXzXVUHSX211212-O1            ,92.66,0,92.66,0,USD            ,20-900,20-300-20-900-44001,91698620,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262211,Barbados,22,23678850,23902483,2021-08-31,20,300,20,900,44001,1613904,GPXXLCASX211213-O1             ,6926.89,0,6926.89,0,USD            ,20-900,20-300-20-900-44001,91698621,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262212,Barbados,23,23678850,23902483,2021-08-31,20,300,20,900,44001,1613904,GPXXLCASX211213-O1             ,0,888.12,0,888.12,USD            ,20-900,20-300-20-900-44001,91698622,USD            ,GPXXLCASX211213-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262213,Barbados,24,23678850,23902483,2021-08-31,20,300,20,900,44001,1613904,GPXzXVUHSX211212-O1            ,0,11.88,0,11.88,USD            ,20-900,20-300-20-900-44001,91698623,USD            ,GPXzXVUHSX211212-O1,0,23678850,Y,,,Y,,,,Y,,,,Legacy_23902483,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613904,,,,,,,,,,,,,,,1
262218,Barbados,1,23678851,23902484,2021-08-31,20,425,20,100,40000,1614429,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-100,20-425-20-100-40000,91698628,USD            ,GPFDWHJ211101-O1,0,23678851,Y,,,Y,,,,Y,,,,Legacy_23902484,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614429,,,,,,,,,,,,,,,1
262219,Barbados,2,23678851,23902484,2021-08-31,20,425,20,300,40001,1614429,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-300,20-425-20-300-40001,91698629,USD            ,GPFDWHJ211101-O1,0,23678851,Y,,,Y,,,,Y,,,,Legacy_23902484,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1614429,,,,,,,,,,,,,,,1
262220,Barbados,3,23678851,23902484,2021-08-31,20,425,20,900,47000,1614429,GPFDWHJ211101-O1               ,0,82.87,0,60,GBP            ,20-900,20-425-20-900-47000,91698630,USD            ,GPFDWHJ211101-O1,0,23678851,Y,,,Y,,,,Y,,,,Legacy_23902484,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614429,,,,,,,,,,,,,,,1
262221,Barbados,4,23678851,23902484,2021-08-31,20,425,20,900,47000,1614429,GPFDWHJ211101-O1               ,82.87,0,60,0,GBP            ,20-900,20-425-20-900-47000,91698631,USD            ,GPFDWHJ211101-O1,0,23678851,Y,,,Y,,,,Y,,,,Legacy_23902484,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614429,,,,,,,,,,,,,,,1
262226,Barbados,1,23678852,23902485,2021-08-31,20,450,20,100,40000,1614481,GPEELENG211002-O1              ,0,512.16,0,7427.95,ZAR            ,20-100,20-450-20-100-40000,91698636,USD            ,GPEELENG211002-O1,0,23678852,Y,,,Y,,,,Y,,,,Legacy_23902485,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614481,,,,,,,,,,,,,,,1
262227,Barbados,2,23678852,23902485,2021-08-31,20,450,20,100,40001,1614481,GPEELENG211002-O1              ,512.16,0,7427.95,0,ZAR            ,20-100,20-450-20-100-40001,91698637,USD            ,GPEELENG211002-O1,0,23678852,Y,,,Y,,,,Y,,,,Legacy_23902485,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1614481,,,,,,,,,,,,,,,1
262228,Barbados,3,23678852,23902485,2021-08-31,20,450,20,900,47000,1614481,GPEELENG211002-O1              ,512.16,0,7427.95,0,ZAR            ,20-900,20-450-20-900-47000,91698638,USD            ,GPEELENG211002-O1,0,23678852,Y,,,Y,,,,Y,,,,Legacy_23902485,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614481,,,,,,,,,,,,,,,1
262229,Barbados,4,23678852,23902485,2021-08-31,20,450,20,900,47000,1614481,GPEELENG211002-O1              ,0,512.16,0,7427.95,ZAR            ,20-900,20-450-20-900-47000,91698639,USD            ,GPEELENG211002-O1,0,23678852,Y,,,Y,,,,Y,,,,Legacy_23902485,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614481,,,,,,,,,,,,,,,1
262254,Barbados,1,23678854,23902487,2021-08-31,20,300,20,900,44000,1614577,GPXzXVUHSX211212-O1            ,0,18.87,0,18.87,USD            ,20-900,20-300-20-900-44000,91698664,USD            ,GPXzXVUHSX211212-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262255,Barbados,2,23678854,23902487,2021-08-31,20,300,20,900,44000,1614577,GPXXLCASX211213-O1             ,0,1411.03,0,1411.03,USD            ,20-900,20-300-20-900-44000,91698665,USD            ,GPXXLCASX211213-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262256,Barbados,3,23678854,23902487,2021-08-31,20,300,20,900,47000,1614577,GPXzXVUHSX211212-O1            ,18.87,0,18.87,0,USD            ,20-900,20-300-20-900-47000,91698666,USD            ,GPXzXVUHSX211212-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262257,Barbados,4,23678854,23902487,2021-08-31,20,300,20,900,47000,1614577,GPXXLCASX211213-O1             ,1411.03,0,1411.03,0,USD            ,20-900,20-300-20-900-47000,91698667,USD            ,GPXXLCASX211213-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262258,Barbados,5,23678854,23902487,2021-08-31,20,300,20,900,47000,1614577,GPXXLCASX211213-O1             ,0,1411.03,0,1411.03,USD            ,20-900,20-300-20-900-47000,91698668,USD            ,GPXXLCASX211213-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262259,Barbados,6,23678854,23902487,2021-08-31,20,300,20,900,47000,1614577,GPXzXVUHSX211212-O1            ,0,18.87,0,18.87,USD            ,20-900,20-300-20-900-47000,91698669,USD            ,GPXzXVUHSX211212-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262260,Barbados,7,23678854,23902487,2021-08-31,20,300,20,900,44001,1614577,GPXzXVUHSX211212-O1            ,18.87,0,18.87,0,USD            ,20-900,20-300-20-900-44001,91698670,USD            ,GPXzXVUHSX211212-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262261,Barbados,8,23678854,23902487,2021-08-31,20,300,20,900,44001,1614577,GPXXLCASX211213-O1             ,1411.03,0,1411.03,0,USD            ,20-900,20-300-20-900-44001,91698671,USD            ,GPXXLCASX211213-O1,0,23678854,Y,,,Y,,,,Y,,,,Legacy_23902487,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614577,,,,,,,,,,,,,,,1
262262,Barbados,1,23678855,23902488,2021-08-31,20,425,20,100,40000,1614747,GPAzAVCWT211108-O2             ,0,59.14,0,42.82,GBP            ,20-100,20-425-20-100-40000,91698672,USD            ,GPAzAVCWT211108-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262263,Barbados,2,23678855,23902488,2021-08-31,20,425,20,100,40000,1614747,GPAzAVHAN211030-O2             ,0,3.37,0,2.44,GBP            ,20-100,20-425-20-100-40000,91698673,USD            ,GPAzAVHAN211030-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262264,Barbados,3,23678855,23902488,2021-08-31,20,425,20,100,40000,1614747,GPAzAVSAN211107-O2             ,0,3.69,0,2.67,GBP            ,20-100,20-425-20-100-40000,91698674,USD            ,GPAzAVSAN211107-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262265,Barbados,4,23678855,23902488,2021-08-31,20,425,20,100,40000,1614747,GPAzAVCHT211031-O2             ,0,71.92,0,52.07,GBP            ,20-100,20-425-20-100-40000,91698675,USD            ,GPAzAVCHT211031-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262266,Barbados,5,23678855,23902488,2021-08-31,20,425,20,900,47000,1614747,GPAzAVSAN211107-O2             ,3.69,0,2.67,0,GBP            ,20-900,20-425-20-900-47000,91698676,USD            ,GPAzAVSAN211107-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614747,,,,,,,,,,,,,,,1
